,date,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
2167,2021-07-19 23:27:24,BowTiedBasement,"Pun filled goyl of the basement social hierarchy. Sensei of reason & philosophy. Not unhinged, but I’m tied up can untie me ?",Dark room underground,59,31,227,0,"@thh420 @DillyDa23301278 @zerohedge U lack any nuance or understanding of the matter. Cuba historically does not drug smuggle it is against their morals, values, and beliefs. Independents and the corrupt partake in this practice as a last resort. The Cuban regime always has and always will en prison drug cartels.",[]
2168,2021-07-19 23:27:23,pacificsurfline,There's a Constitution for a reason.,Litchfield Park,105,46,17339,5749,I stand with the people of Cuba. They deserve freedom.,[]
2169,2021-07-19 23:27:23,Ed51624549,🇺🇸🇨🇺🐶🏖⚾️🏳️‍🌈,,1048,179,4050,5749,I stand with the people of Cuba. They deserve freedom.,[]
2170,2021-07-19 23:27:20,_guidalto,Vc se perdeu né?,a vague movie location ,313,242,24228,12113,Americans will call Cuba authoritarian and then see no problem with this https://t.co/bFath78Hev,[]
2171,2021-07-19 23:27:19,tpham4607,,"San Diego, California",89,10,2661,0,Cuba protests show 'thirst for freedom': Sen. Kennedy https://t.co/5S45ypubIj via @YouTube,[]
2172,2021-07-19 23:27:18,missreadit,I will never be able to understand the stupidity of the human race. #SOSCUBA  Readers live a million lives before they die. #Thebronzehorseman ❤ #Outlander ❤,miami fl,435,629,10947,33,"Parents in fear of their boys being taken away for mandatory military service in Cuba. The FEAR of losing them is horrible. Our children have LEGAL/ PAID processes since 2017 and we have not been able to complete it, and now we have to live trought this. PLEASE HELP US #soscuba #",[]
2173,2021-07-19 23:27:18,eleaugusta,"Dio, Patria, Famiglia.",Dove il mare è più blu...,437,1473,104609,5749,I stand with the people of Cuba. They deserve freedom.,[]
2174,2021-07-19 23:27:17,RuscovMitsheL68,⚽️Si🛬hablan👠🖥️mal♀️dti🤳🏻🐽🔌NM Y/o estado🐤💹🌫️🧲♣️corrígete❌qdeLo🚖🧼contrario🐃échate🐸🥧aReírEpicteto🦐👘 🔧☣️🐟✴️♐️🥝🧰⚔️🌪️⛎🎖️⚕️🐀🚙😍⛓️🦚🦘🌎🇬🇬🌎📟🖤🔋🧪🍻🇱🇨🧦🐘 https://t.co/nHaRcrLGmF,"Guadalajara de Buga, Colombia",51,52,10841,412,".@DiazCanelB:

Let lies, infamy &amp; hatred cease. #Cuba is deeply allergic to hatred. And it will never be a land of hatred!

Nothing good can be built upon hatred. Hatred deprives us of the time to love &amp; of love itself if we let it in as a reaction to the hatred hurled against us https://t.co/QIggD3qa9J",['Cuba']
2175,2021-07-19 23:27:17,Free5domFighter,https://t.co/6dN8fKKlzY,,102,100,942,5749,I stand with the people of Cuba. They deserve freedom.,[]
2176,2021-07-19 23:27:17,LordElvo,"Just an alter ego of an Enterprenuer who loves his family, learning, Africa, comedy & Singapore. Mansa Musa I of Mali. Pluviophile. 
#MakingAfricaWeathyAgain™️",Korner Kasi and Harvard.,4998,4184,285282,25,“Here is the country which was the 1st to assist us when the west was actually supporting the [apartheid] gov’t. Now you expect us to change our whole approach &amp; start condemning Cuba for what is supposed to be happening in the country? No man of principles could ever do that.” https://t.co/LWB4Isf0h8,[]
2177,2021-07-19 23:27:14,PowerDyke,"NK 18! || Dyke || Girlflux || Lesbian Star Wars Truck Enthusiast || Creator of 1 🦈 and 1 🦌

priv: @aurekrebellion",She/Fae 23,75,239,14471,42,DEBUNKING THE MYTH THAT ERNESTO “EL CHE” GUEVARA USED HIS POLITICAL POWER IN CUBA TO OPPRESS THE LGBTQ+ COMMUNITY: https://t.co/Drj2u7F6hZ,[]
2178,2021-07-19 23:27:13,horizon_ajb,"Here to support President Trump & to have a few laughs along the way 😅! 
✝️🇺🇲🇮🇹 #TrumpWon2020",NJ,5745,5811,33366,2,"She's illiterate.

1619 Project founder says communist Cuba among 'most equal' countries https://t.co/LMKBGkcdrj via @MailOnline",[]
2179,2021-07-19 23:27:13,fieldofgardenia,"Romans 16-18 For they that are such serve not our Lord Jesus Christ, but their own belly; and by good words and fair speeches deceive the hearts of the simple.",,129,126,14918,157,"There is not one Cuban whose story differs from the other. They are all the same no matter what part of Cuba they lived in. Let the Cuban people speak for themselves, they’ve lived through the situation.✊🏽🇨🇺🇨🇺🇨🇺#soscuba #cubalibre #AbajoLaDictadura",[]
2180,2021-07-19 23:27:12,Vladimi71638085,It's when you start to become really afraid of death that you learn to appreciate life.,,265,150,3726,126,Imagine what the news would say if this was Cuba. https://t.co/QdJS1GHxys,[]
2181,2021-07-19 23:27:11,EricPittsCA,"Married to @tinyEm0heart 11/30/19 but she's had my heart much longer.

Chicago to Fresno, looking to get involved with local politics! I want 2 volunteer!","Fresno, CA",1767,1143,3333,12,"👇👇👇
I stand with Cuba
I stand with Bolivia
I stand with Palestine
I stand with Venezuela

pass it on https://t.co/BvalCB3Tke",[]
2182,2021-07-19 23:27:05,JeaniefaetroonJ,🇺🇸🏴󠁧󠁢󠁳󠁣󠁴󠁿✝️🚫lists/dates. here for @POTUS45,Texas,2482,2435,224169,1,"@SenTedCruz I don't give a damn. This is not Cuba. You care about Cubans more than you care about Americans.  Go to cuba and fight the government. 
Go.",[]
2183,2021-07-19 23:27:05,jimichele421,"❌Wife,Mother of 4,Grandmom to 3.I Voted 4 TRUMP he is MAGA! I ONLY follow those who believe in AMERICA & FOLLOW BACK! IF U unfollow so do I!❤️🇺🇸💙🙏🏻",United States,944,928,63232,5422,"I understand the White House wants to control the internet and weaponize it for political gain here in the US, but have they made any efforts to get WiFi going in Cuba so some of the freedom loving protestors there can communicate and perhaps give us a glimpse of what’s going on?",[]
2184,2021-07-19 23:27:04,Bikhabaram,تا آنجا که اشک هایت روان شود زندگی کن ✊🏼 طرفدارنظام پادشاهی پارلمانی #پیمان_نوین,,1626,2067,57655,76,"The bravest people in the world over the last week are  Iranians protesting in #Khuzestan against the totalitarian @khamenei_ir @HassanRouhani radical Islamic regime, and Cubans protesting against the totalitarian communist regime across Cuba.",['Khuzestan']
2185,2021-07-19 23:27:03,2299206298,,,111,453,76423,5749,I stand with the people of Cuba. They deserve freedom.,[]
2186,2021-07-19 23:27:01,Lindo_Ndlandla,"Mom, Social Entrepreneur, Innovator, Scientist, Product  of the Valley of Thousand Hills","Cape Town, South Africa",512,492,2859,0,One of Cuba’s home-produced vaccines has proved over 90% effective in phase 3 trials &amp; the vaccine rollout has begun to bring case numbers down but the pace of production is held back by US sanctions and the spread of the virus at national level remains exponential. https://t.co/P696r4hGVr,[]
2187,2021-07-19 23:27:01,williamperrym,Somos Militantes del P:C:C Convencidos del Concepto de Revolución.Fieles al Legado Fidelista-Guevariano-Raulista-Chavizta-Madurista-Latinoamericanos,Camagüey Cuba--Oshawa Canadá ,2027,1100,22849,53,"Cuba has been a cornerstone of resistance of the Latin American people. The misery of the people of Latin America has explosive revolutionary potential when Cuba exists as a concrete example of socialism and freedom, argues @manolo_realengo.

WATCH: https://t.co/jAvGHoT7XY https://t.co/HmHxT0wPxO",[]
2188,2021-07-19 23:27:01,DanaSchoonover1,,,323,882,182871,5749,I stand with the people of Cuba. They deserve freedom.,[]
2189,2021-07-19 23:27:00,YudisbelB,Mis hijos,"Florida, USA",134,98,9349,65,"The so called ‘havana syndrome’ is what led to the reduction NOT CLOUSURE of the personnel in HAVANA, Cuba. same events happened in China and Russia. Why us?  #FamiliesBelongTogether   #JULY19Washington #JULY19WashingtonDC #emergencyhelp #humanitarianhelp",[]
2190,2021-07-19 23:26:56,Srk1951mn,"Like Townes Van Zandt's classic, Waiting Around to Die","Wisconsin, USA",7200,7193,163355,119,"CUBA: ""We're sending in troops to put down the protestors.""

TED CRUZ &amp; MARCO RUBIO: ""This is a despotic, authoritarian outrage! Pure evil!""

TRUMP: ""I wish I'd sent in troops to put down the protestors.""

TED CRUZ &amp; MARCO RUBIO: ""Amen! Best leader ever!""

https://t.co/POxRIIazf2",[]
2191,2021-07-19 23:26:56,umbrosious,"🔞 Fuck Dr. Fauci. 🔞

bi, Openly Black™, autistic, he/him, 28 | fighting game/rogue-liker | Jokerized online menace | categorical leftist",,1303,1050,44967,0,"@raulvilnuevo @AaronFlowPwr Already covered this.

""Don't have to be a Fidel stan to note letting them [the US] have their way in Cuba would yield infinitely worse outcomes.""

On that note, the rampant antiblackness from anti-Castro Cubans (esp. towards black Latinos) ain't exactly helpin' your case either.",[]
2192,2021-07-19 23:26:54,SOLEmuchHype45,🇩🇴 OGGUN @buttonsbrand,DxRTY FLOCC ♿️,304,876,82744,195,"Word around town, is they had a massacre in Matanzas, Cuba yesterday with over 100+ people murdered.. it went under the table due to the government shutting off the internet in the whole town as always but this news needs to spread like a wildfire! VIVA CUBA LIBRE 🙏🏻",[]
2193,2021-07-19 23:26:52,OGOriginalGoat,"my alias is my PC way to say...Fuck you!!


Alcohol may be man's worst enemy; but the bible says: love thy enemy! -Frank Sinatra

Parler:@OGOriginalgoat","Los Angeles, CA",2185,452,293549,26,"Rubio on Fox on Ocasio-Cortez/other Dems on Cuba: They're just spewing off a left wing talking pt..these are the same people..over &amp; over again, it's always America's fault. No matter what problem there is..America's to blame..They don't know what the heck they're talking about",[]
2194,2021-07-19 23:26:48,leidybug2,🇨🇺| ig: leidybuggg | RN ❤️,,507,1698,16958,102,it made me so happy seeing everyone out there at the Washington protest and we’re not stopping HASTA QUE CUBA ESTE LIBRE #SOSCuba #CubaLibre #FreeCuba https://t.co/Npfm39jlIF,[]
2195,2021-07-19 23:26:48,stevenmcaliste3,"i like to work on cars,spend time with my mini dashuond,work in the garden,go fishing with my beautifull wife.and spend every minute i can with her.she has M.S.","mountian home, arkansas.",278,131,12327,755,"🚨#SOSCuba
It’s now day 9 of the pro-democracy protests in #Cuba🇨🇺.

Cubans are being kidnapped, jailed, and killed by the evil Castro regime for demanding FREEDOM. https://t.co/MMvegOf7a6","['SOSCuba', 'Cuba']"
2196,2021-07-19 23:26:47,Vaness_199521,Pido por la reunificación familiar! ♥️👩🏼‍❤️‍💋‍👨🏻 #F2A Una cubana que quiere a su 🇨🇺 libre 🙏🏻🤍,"Tampa, FL",337,754,27865,33,"#ConsularServicesInCuba 

#FamiliesBelongTogether 

It's Time to Unite Families Now.
@POTUS 

https://t.co/PczFFXCD3h","['ConsularServicesInCuba', 'FamiliesBelongTogether']"
2197,2021-07-19 23:26:46,pilicanedo,,,1139,1030,224076,173,"Me: trying to explain protests in Cuba. 
Someone in the comments: but they have free Healthcare... 
Me: you mean this?
#SOSCuba #CubaEsUnaDictadura #PatriaYVida https://t.co/07IYkcsJWn",[]
2198,2021-07-19 23:26:45,ElanTheCat,"(he/him) Bio (バイオ, Baio?), also known as Virus, is a recurring Black Magic spell from the Final Fantasy series. It usually deals Poison-elemental damage.","Grand Rapids, MI",402,175,12823,119,"CUBA: ""We're sending in troops to put down the protestors.""

TED CRUZ &amp; MARCO RUBIO: ""This is a despotic, authoritarian outrage! Pure evil!""

TRUMP: ""I wish I'd sent in troops to put down the protestors.""

TED CRUZ &amp; MARCO RUBIO: ""Amen! Best leader ever!""

https://t.co/POxRIIazf2",[]
2199,2021-07-19 23:26:45,YudisbelB,Mis hijos,"Florida, USA",134,98,9349,76,"Now more than ever our families need help to leave from Cuba’s prision We fear for their lives, we are scared of what will happen to them because they have documents to leave to USA #FamiliesBelongTogether  #CAMAFS   #JULY19WashingtonDC #emergencyhelp #humanitarianhelp",[]
2200,2021-07-19 23:26:44,leidybug2,🇨🇺| ig: leidybuggg | RN ❤️,,507,1698,16958,63,"In #cuba after burying a family member, the bones are taken out to make room for someone else. This is the Columbus Cemetery, in Havana. Human remains are in open air. #SOSCuba #SOSCubaLibre #CubaLibre 🆘🇨🇺 https://t.co/Vfj1xpWqTW",['cuba']
2201,2021-07-19 23:26:43,MartitaO,,,2136,1048,38321,52,"#NikoleHannahJones, the leading author of @NYTimes’ controversial #1619Project, came under fire after comments she made in 2019 about #Socialism making #Cuba one of “the most equal” nations in the world was unearthed. https://t.co/LkLeEBYo9m","['NikoleHannahJones', '1619Project']"
2202,2021-07-19 23:26:43,Eddie87015,Si Vis Pacem Para Bellum; Patriota; Conservador; #Bolsonaro2022 🇧🇷; #TrumpWon 🇺🇸;   MICTMR;  CAC,Brasil,1846,1302,22040,8,What the Hell you waiting for to restore internet in Cuba ? @JoeBiden,[]
2203,2021-07-19 23:26:43,gothmisaki,"sapphic |she/him| reminder: the Quileute tribe has yet to be paid for twilight and SMEYER is a racist. donate every time u watch or mention twilight, link below",spinning in an alt universe,208,172,47564,40,"@POTUS: “Access to vaccines is one of the issues that a number of individuals in the streets is voicing concern about…One of the challenges is that Cuba has not joined COVAX.”

REALITY: Nobody on the streets is voicing concern about vaccines (thread) https://t.co/xt6U12F5v5",[]
2204,2021-07-19 23:26:42,Gr8tDaze,,,2785,108,7870,18,"""Black Cuban lives also matter; the freedom of all Cubans should matter,"" Jorge Felipe Gonzalez writes: https://t.co/64wFzpiWv1",[]
2205,2021-07-19 23:26:42,fieldofgardenia,"Romans 16-18 For they that are such serve not our Lord Jesus Christ, but their own belly; and by good words and fair speeches deceive the hearts of the simple.",,129,126,14918,60,"#Cuba This is a truck with paramilitaries and police dressed in civilian clothes to repress unarmed citizens who peacefully demonstrate demanding freedom and democracy #SOSCuba
 https://t.co/E0hXvBqJlL",['Cuba']
2206,2021-07-19 23:26:40,TutybSusan,,Svizzera ,243,44,7,242,"Cubans have been “isolated so long, but through the advent of the internet and social media, it’s just getting out of [the government’s] hands,” Cuba-born musicians @GloriaEstefan and @EmilioEstefanJr say about the protests in the country.
https://t.co/mJFXMdBalL https://t.co/K4HEGrZfmF",[]
2207,2021-07-19 23:26:39,TurboKitty,"#NevadaGreenParty Executive Committee Co-Chair

Revolution Rising

""A billion voices, tribes and tongues""

Rise up!","Nye County, NV. U.S.A.",8771,9328,239885,3,"Down pointing backhand indexDown pointing backhand indexDown pointing backhand index
I stand with Cuba
I stand with Bolivia
I stand with Palestine
I stand with Venezuela

pass it on https://t.co/NG9XZqyMYv",[]
2208,2021-07-19 23:26:39,YudisbelB,Mis hijos,"Florida, USA",134,98,9349,40,"Now more than ever our families need help to leave from Cuba’s prision! We fear for their lives, we are scared of what will happen to them because they have documents to leave to USA #CFRP  #FamiliesBelongTogether  #CAMAFS #Cubanfamiliesmatter   #emergencyhelp #humanitarianhelp",[]
